ID,rock_type
TEST_26993,Basalt
TEST_26994,Basalt
TEST_26995,Basalt
TEST_26996,Basalt
TEST_26997,Weathered_Rock
TEST_26998,Weathered_Rock
TEST_26999,Weathered_Rock
TEST_27000,Etc
TEST_27001,Basalt
TEST_27002,Basalt
TEST_27003,Basalt
TEST_27004,Basalt
TEST_27005,Basalt
TEST_27006,Basalt
TEST_27007,Basalt
TEST_27008,Basalt
TEST_27009,Basalt
TEST_27010,Basalt
TEST_27011,Etc
TEST_27012,Basalt
TEST_27013,Basalt
TEST_27014,Basalt
TEST_27015,Basalt
TEST_27016,Basalt
TEST_27017,Basalt
TEST_27018,Etc
TEST_27019,Basalt
TEST_27020,Andesite
TEST_27021,Basalt
TEST_27022,Basalt
TEST_27023,Basalt
TEST_27024,Basalt
TEST_27025,Weathered_Rock
TEST_27026,Basalt
TEST_27027,Basalt
TEST_27028,Basalt
TEST_27029,Basalt
TEST_27030,Basalt
TEST_27031,Basalt
TEST_27032,Basalt
TEST_27033,Basalt
TEST_27034,Basalt
TEST_27035,Basalt
TEST_27036,Basalt
TEST_27037,Basalt
TEST_27038,Basalt
TEST_27039,Basalt
TEST_27040,Basalt
TEST_27041,Andesite
TEST_27042,Basalt
TEST_27043,Weathered_Rock
TEST_27044,Basalt
TEST_27045,Weathered_Rock
TEST_27046,Weathered_Rock
TEST_27047,Basalt
TEST_27048,Basalt
TEST_27049,Basalt
TEST_27050,Basalt
TEST_27051,Basalt
TEST_27052,Andesite
TEST_27053,Weathered_Rock
TEST_27054,Basalt
TEST_27055,Andesite
TEST_27056,Basalt
TEST_27057,Basalt
TEST_27058,Basalt
TEST_27059,Basalt
TEST_27060,Etc
TEST_27061,Basalt
TEST_27062,Basalt
TEST_27063,Basalt
TEST_27064,Basalt
TEST_27065,Basalt
TEST_27066,Andesite
TEST_27067,Andesite
TEST_27068,Basalt
TEST_27069,Basalt
TEST_27070,Basalt
TEST_27071,Basalt
TEST_27072,Weathered_Rock
TEST_27073,Basalt
TEST_27074,Basalt
TEST_27075,Basalt
TEST_27076,Basalt
TEST_27077,Weathered_Rock
TEST_27078,Basalt
TEST_27079,Basalt
TEST_27080,Weathered_Rock
TEST_27081,Weathered_Rock
TEST_27082,Basalt
TEST_27083,Weathered_Rock
TEST_27084,Basalt
TEST_27085,Basalt
TEST_27086,Basalt
TEST_27087,Basalt
TEST_27088,Etc
TEST_27089,Basalt
TEST_27090,Basalt
TEST_27091,Weathered_Rock
TEST_27092,Basalt
TEST_27093,Basalt
TEST_27094,Basalt
TEST_27095,Basalt
TEST_27096,Basalt
TEST_27097,Basalt
TEST_27098,Basalt
TEST_27099,Basalt
TEST_27100,Basalt
TEST_27101,Basalt
TEST_27102,Basalt
TEST_27103,Basalt
TEST_27104,Basalt
TEST_27105,Andesite
TEST_27106,Basalt
TEST_27107,Basalt
TEST_27108,Basalt
TEST_27109,Basalt
TEST_27110,Basalt
TEST_27111,Basalt
TEST_27112,Andesite
TEST_27113,Basalt
TEST_27114,Basalt
TEST_27115,Basalt
TEST_27116,Basalt
TEST_27117,Basalt
TEST_27118,Andesite
TEST_27119,Basalt
TEST_27120,Basalt
TEST_27121,Weathered_Rock
TEST_27122,Basalt
TEST_27123,Basalt
TEST_27124,Basalt
TEST_27125,Andesite
TEST_27126,Etc
TEST_27127,Andesite
TEST_27128,Basalt
TEST_27129,Basalt
TEST_27130,Basalt
TEST_27131,Basalt
TEST_27132,Basalt
TEST_27133,Weathered_Rock
TEST_27134,Basalt
TEST_27135,Basalt
TEST_27136,Basalt
TEST_27137,Etc
TEST_27138,Basalt
TEST_27139,Basalt
TEST_27140,Basalt
TEST_27141,Basalt
TEST_27142,Basalt
TEST_27143,Basalt
TEST_27144,Basalt
TEST_27145,Basalt
TEST_27146,Basalt
TEST_27147,Basalt
TEST_27148,Basalt
TEST_27149,Basalt
TEST_27150,Andesite
TEST_27151,Andesite
TEST_27152,Weathered_Rock
TEST_27153,Weathered_Rock
TEST_27154,Andesite
TEST_27155,Andesite
TEST_27156,Basalt
TEST_27157,Andesite
TEST_27158,Basalt
TEST_27159,Weathered_Rock
TEST_27160,Weathered_Rock
TEST_27161,Basalt
TEST_27162,Basalt
TEST_27163,Basalt
TEST_27164,Mud_Sandstone
TEST_27165,Andesite
TEST_27166,Basalt
TEST_27167,Basalt
TEST_27168,Basalt
TEST_27169,Weathered_Rock
TEST_27170,Andesite
TEST_27171,Basalt
TEST_27172,Andesite
TEST_27173,Basalt
TEST_27174,Basalt
TEST_27175,Basalt
TEST_27176,Basalt
TEST_27177,Weathered_Rock
TEST_27178,Basalt
TEST_27179,Weathered_Rock
TEST_27180,Basalt
TEST_27181,Weathered_Rock
TEST_27182,Weathered_Rock
TEST_27183,Basalt
TEST_27184,Basalt
TEST_27185,Basalt
TEST_27186,Basalt
TEST_27187,Weathered_Rock
TEST_27188,Weathered_Rock
TEST_27189,Basalt
TEST_27190,Basalt
TEST_27191,Basalt
TEST_27192,Basalt
TEST_27193,Basalt
TEST_27194,Etc
TEST_27195,Basalt
TEST_27196,Basalt
TEST_27197,Basalt
TEST_27198,Basalt
TEST_27199,Basalt
TEST_27200,Weathered_Rock
TEST_27201,Andesite
TEST_27202,Basalt
TEST_27203,Basalt
TEST_27204,Basalt
TEST_27205,Andesite
TEST_27206,Basalt
TEST_27207,Andesite
TEST_27208,Andesite
TEST_27209,Basalt
TEST_27210,Etc
TEST_27211,Basalt
TEST_27212,Basalt
TEST_27213,Etc
TEST_27214,Basalt
TEST_27215,Basalt
TEST_27216,Basalt
TEST_27217,Andesite
TEST_27218,Basalt
TEST_27219,Basalt
TEST_27220,Basalt
TEST_27221,Basalt
TEST_27222,Weathered_Rock
TEST_27223,Weathered_Rock
TEST_27224,Basalt
TEST_27225,Andesite
TEST_27226,Basalt
TEST_27227,Basalt
TEST_27228,Basalt
TEST_27229,Basalt
TEST_27230,Basalt
TEST_27231,Basalt
TEST_27232,Andesite
TEST_27233,Weathered_Rock
TEST_27234,Basalt
TEST_27235,Andesite
TEST_27236,Andesite
TEST_27237,Basalt
TEST_27238,Weathered_Rock
TEST_27239,Basalt
TEST_27240,Basalt
TEST_27241,Andesite
TEST_27242,Basalt
TEST_27243,Basalt
TEST_27244,Basalt
TEST_27245,Basalt
TEST_27246,Basalt
TEST_27247,Basalt
TEST_27248,Basalt
TEST_27249,Andesite
TEST_27250,Granite
TEST_27251,Basalt
TEST_27252,Andesite
TEST_27253,Andesite
TEST_27254,Basalt
TEST_27255,Basalt
TEST_27256,Granite
TEST_27257,Andesite
TEST_27258,Andesite
TEST_27259,Basalt
TEST_27260,Andesite
TEST_27261,Basalt
TEST_27262,Basalt
TEST_27263,Basalt
TEST_27264,Basalt
TEST_27265,Basalt
TEST_27266,Basalt
TEST_27267,Basalt
TEST_27268,Basalt
TEST_27269,Basalt
TEST_27270,Basalt
TEST_27271,Granite
TEST_27272,Etc
TEST_27273,Basalt
TEST_27274,Basalt
TEST_27275,Basalt
TEST_27276,Basalt
TEST_27277,Weathered_Rock
TEST_27278,Basalt
TEST_27279,Weathered_Rock
TEST_27280,Andesite
TEST_27281,Weathered_Rock
TEST_27282,Etc
TEST_27283,Weathered_Rock
TEST_27284,Andesite
TEST_27285,Andesite
TEST_27286,Andesite
TEST_27287,Andesite
TEST_27288,Weathered_Rock
TEST_27289,Andesite
TEST_27290,Basalt
TEST_27291,Basalt
TEST_27292,Basalt
TEST_27293,Basalt
TEST_27294,Basalt
TEST_27295,Basalt
TEST_27296,Basalt
TEST_27297,Basalt
TEST_27298,Weathered_Rock
TEST_27299,Basalt
TEST_27300,Weathered_Rock
TEST_27301,Weathered_Rock
TEST_27302,Basalt
TEST_27303,Basalt
TEST_27304,Basalt
TEST_27305,Basalt
TEST_27306,Basalt
TEST_27307,Basalt
TEST_27308,Andesite
TEST_27309,Basalt
TEST_27310,Basalt
TEST_27311,Basalt
TEST_27312,Basalt
TEST_27313,Basalt
TEST_27314,Basalt
TEST_27315,Basalt
TEST_27316,Basalt
TEST_27317,Basalt
TEST_27318,Basalt
TEST_27319,Basalt
TEST_27320,Basalt
TEST_27321,Basalt
TEST_27322,Etc
TEST_27323,Basalt
TEST_27324,Basalt
TEST_27325,Basalt
TEST_27326,Basalt
TEST_27327,Basalt
TEST_27328,Etc
TEST_27329,Basalt
TEST_27330,Basalt
TEST_27331,Basalt
TEST_27332,Andesite
TEST_27333,Basalt
TEST_27334,Basalt
TEST_27335,Basalt
TEST_27336,Basalt
TEST_27337,Weathered_Rock
TEST_27338,Basalt
TEST_27339,Andesite
TEST_27340,Andesite
TEST_27341,Basalt
TEST_27342,Weathered_Rock
TEST_27343,Basalt
TEST_27344,Basalt
TEST_27345,Etc
TEST_27346,Basalt
TEST_27347,Basalt
TEST_27348,Basalt
TEST_27349,Basalt
TEST_27350,Basalt
TEST_27351,Basalt
TEST_27352,Basalt
TEST_27353,Basalt
TEST_27354,Mud_Sandstone
TEST_27355,Basalt
TEST_27356,Basalt
TEST_27357,Basalt
TEST_27358,Andesite
TEST_27359,Basalt
TEST_27360,Andesite
TEST_27361,Basalt
TEST_27362,Etc
TEST_27363,Basalt
TEST_27364,Basalt
TEST_27365,Weathered_Rock
TEST_27366,Weathered_Rock
TEST_27367,Weathered_Rock
TEST_27368,Andesite
TEST_27369,Basalt
TEST_27370,Andesite
TEST_27371,Basalt
TEST_27372,Andesite
TEST_27373,Basalt
TEST_27374,Basalt
TEST_27375,Basalt
TEST_27376,Basalt
TEST_27377,Basalt
TEST_27378,Basalt
TEST_27379,Etc
TEST_27380,Basalt
TEST_27381,Basalt
TEST_27382,Basalt
TEST_27383,Granite
TEST_27384,Weathered_Rock
TEST_27385,Granite
TEST_27386,Basalt
TEST_27387,Weathered_Rock
TEST_27388,Weathered_Rock
TEST_27389,Basalt
TEST_27390,Basalt
TEST_27391,Basalt
TEST_27392,Basalt
TEST_27393,Basalt
TEST_27394,Basalt
TEST_27395,Basalt
TEST_27396,Basalt
TEST_27397,Basalt
TEST_27398,Basalt
TEST_27399,Basalt
TEST_27400,Basalt
TEST_27401,Basalt
TEST_27402,Basalt
TEST_27403,Basalt
TEST_27404,Basalt
TEST_27405,Basalt
TEST_27406,Basalt
TEST_27407,Basalt
TEST_27408,Basalt
TEST_27409,Basalt
TEST_27410,Basalt
TEST_27411,Basalt
TEST_27412,Basalt
TEST_27413,Weathered_Rock
TEST_27414,Basalt
TEST_27415,Weathered_Rock
TEST_27416,Basalt
TEST_27417,Etc
TEST_27418,Basalt
TEST_27419,Basalt
TEST_27420,Basalt
TEST_27421,Basalt
TEST_27422,Basalt
TEST_27423,Basalt
TEST_27424,Basalt
TEST_27425,Basalt
TEST_27426,Basalt
TEST_27427,Basalt
TEST_27428,Basalt
TEST_27429,Basalt
TEST_27430,Basalt
TEST_27431,Basalt
TEST_27432,Basalt
TEST_27433,Basalt
TEST_27434,Basalt
TEST_27435,Weathered_Rock
TEST_27436,Basalt
TEST_27437,Basalt
TEST_27438,Basalt
TEST_27439,Basalt
TEST_27440,Basalt
TEST_27441,Basalt
TEST_27442,Basalt
TEST_27443,Basalt
TEST_27444,Basalt
TEST_27445,Basalt
TEST_27446,Basalt
TEST_27447,Basalt
TEST_27448,Basalt
TEST_27449,Basalt
TEST_27450,Weathered_Rock
TEST_27451,Basalt
TEST_27452,Basalt
TEST_27453,Basalt
TEST_27454,Basalt
TEST_27455,Basalt
TEST_27456,Basalt
TEST_27457,Basalt
TEST_27458,Basalt
TEST_27459,Basalt
TEST_27460,Basalt
TEST_27461,Basalt
TEST_27462,Basalt
TEST_27463,Basalt
TEST_27464,Weathered_Rock
TEST_27465,Basalt
TEST_27466,Basalt
TEST_27467,Basalt
TEST_27468,Andesite
TEST_27469,Basalt
TEST_27470,Weathered_Rock
TEST_27471,Weathered_Rock
TEST_27472,Granite
TEST_27473,Basalt
TEST_27474,Weathered_Rock
TEST_27475,Basalt
TEST_27476,Andesite
TEST_27477,Basalt
TEST_27478,Basalt
TEST_27479,Basalt
TEST_27480,Basalt
TEST_27481,Basalt
TEST_27482,Basalt
TEST_27483,Basalt
TEST_27484,Basalt
TEST_27485,Basalt
TEST_27486,Weathered_Rock
TEST_27487,Basalt
TEST_27488,Weathered_Rock
TEST_27489,Basalt
TEST_27490,Weathered_Rock
TEST_27491,Basalt
TEST_27492,Basalt
TEST_27493,Basalt
TEST_27494,Basalt
TEST_27495,Basalt
TEST_27496,Basalt
TEST_27497,Basalt
TEST_27498,Basalt
TEST_27499,Basalt
TEST_27500,Basalt
TEST_27501,Basalt
TEST_27502,Basalt
TEST_27503,Basalt
TEST_27504,Basalt
TEST_27505,Basalt
TEST_27506,Basalt
TEST_27507,Basalt
TEST_27508,Basalt
TEST_27509,Basalt
TEST_27510,Basalt
TEST_27511,Weathered_Rock
TEST_27512,Andesite
TEST_27513,Andesite
TEST_27514,Weathered_Rock
TEST_27515,Basalt
TEST_27516,Basalt
TEST_27517,Basalt
TEST_27518,Basalt
TEST_27519,Weathered_Rock
TEST_27520,Weathered_Rock
TEST_27521,Basalt
TEST_27522,Basalt
TEST_27523,Basalt
TEST_27524,Basalt
TEST_27525,Basalt
TEST_27526,Basalt
TEST_27527,Basalt
TEST_27528,Basalt
TEST_27529,Basalt
TEST_27530,Basalt
TEST_27531,Basalt
TEST_27532,Basalt
TEST_27533,Basalt
TEST_27534,Weathered_Rock
TEST_27535,Basalt
TEST_27536,Basalt
TEST_27537,Basalt
TEST_27538,Weathered_Rock
TEST_27539,Basalt
TEST_27540,Basalt
TEST_27541,Weathered_Rock
TEST_27542,Basalt
TEST_27543,Basalt
TEST_27544,Andesite
TEST_27545,Basalt
TEST_27546,Weathered_Rock
TEST_27547,Basalt
TEST_27548,Basalt
TEST_27549,Basalt
TEST_27550,Basalt
TEST_27551,Basalt
TEST_27552,Basalt
TEST_27553,Basalt
TEST_27554,Basalt
TEST_27555,Basalt
TEST_27556,Basalt
TEST_27557,Basalt
TEST_27558,Basalt
TEST_27559,Weathered_Rock
TEST_27560,Weathered_Rock
TEST_27561,Basalt
TEST_27562,Andesite
TEST_27563,Basalt
TEST_27564,Weathered_Rock
TEST_27565,Basalt
TEST_27566,Basalt
TEST_27567,Basalt
TEST_27568,Basalt
TEST_27569,Weathered_Rock
TEST_27570,Weathered_Rock
TEST_27571,Weathered_Rock
TEST_27572,Basalt
TEST_27573,Basalt
TEST_27574,Weathered_Rock
TEST_27575,Basalt
TEST_27576,Basalt
TEST_27577,Basalt
TEST_27578,Weathered_Rock
TEST_27579,Basalt
TEST_27580,Basalt
TEST_27581,Basalt
TEST_27582,Basalt
TEST_27583,Basalt
TEST_27584,Basalt
TEST_27585,Basalt
TEST_27586,Weathered_Rock
TEST_27587,Basalt
TEST_27588,Basalt
TEST_27589,Basalt
TEST_27590,Basalt
TEST_27591,Weathered_Rock
TEST_27592,Basalt
TEST_27593,Basalt
TEST_27594,Basalt
TEST_27595,Basalt
TEST_27596,Basalt
TEST_27597,Basalt
TEST_27598,Basalt
TEST_27599,Basalt
TEST_27600,Basalt
TEST_27601,Basalt
TEST_27602,Basalt
TEST_27603,Basalt
TEST_27604,Basalt
TEST_27605,Basalt
TEST_27606,Basalt
TEST_27607,Andesite
TEST_27608,Basalt
TEST_27609,Basalt
TEST_27610,Basalt
TEST_27611,Basalt
TEST_27612,Basalt
TEST_27613,Basalt
TEST_27614,Basalt
TEST_27615,Basalt
TEST_27616,Basalt
TEST_27617,Basalt
TEST_27618,Basalt
TEST_27619,Andesite
TEST_27620,Basalt
TEST_27621,Weathered_Rock
TEST_27622,Basalt
TEST_27623,Basalt
TEST_27624,Basalt
TEST_27625,Basalt
TEST_27626,Basalt
TEST_27627,Basalt
TEST_27628,Basalt
TEST_27629,Basalt
TEST_27630,Basalt
TEST_27631,Weathered_Rock
TEST_27632,Basalt
TEST_27633,Basalt
TEST_27634,Weathered_Rock
TEST_27635,Basalt
TEST_27636,Weathered_Rock
TEST_27637,Basalt
TEST_27638,Basalt
TEST_27639,Basalt
TEST_27640,Basalt
TEST_27641,Basalt
TEST_27642,Basalt
TEST_27643,Basalt
TEST_27644,Basalt
TEST_27645,Basalt
TEST_27646,Basalt
TEST_27647,Basalt
TEST_27648,Basalt
TEST_27649,Basalt
TEST_27650,Basalt
TEST_27651,Basalt
TEST_27652,Granite
TEST_27653,Basalt
TEST_27654,Basalt
TEST_27655,Basalt
TEST_27656,Weathered_Rock
TEST_27657,Basalt
TEST_27658,Basalt
TEST_27659,Weathered_Rock
TEST_27660,Basalt
TEST_27661,Basalt
TEST_27662,Basalt
TEST_27663,Basalt
TEST_27664,Basalt
TEST_27665,Basalt
TEST_27666,Weathered_Rock
TEST_27667,Basalt
TEST_27668,Basalt
TEST_27669,Weathered_Rock
TEST_27670,Basalt
TEST_27671,Weathered_Rock
TEST_27672,Basalt
TEST_27673,Basalt
TEST_27674,Weathered_Rock
TEST_27675,Basalt
TEST_27676,Basalt
TEST_27677,Basalt
TEST_27678,Weathered_Rock
TEST_27679,Etc
TEST_27680,Basalt
TEST_27681,Basalt
TEST_27682,Basalt
TEST_27683,Basalt
TEST_27684,Basalt
TEST_27685,Basalt
TEST_27686,Basalt
TEST_27687,Basalt
TEST_27688,Basalt
TEST_27689,Basalt
TEST_27690,Basalt
TEST_27691,Etc
TEST_27692,Andesite
TEST_27693,Weathered_Rock
TEST_27694,Basalt
TEST_27695,Basalt
TEST_27696,Basalt
TEST_27697,Etc
TEST_27698,Basalt
TEST_27699,Basalt
TEST_27700,Andesite
TEST_27701,Weathered_Rock
TEST_27702,Basalt
TEST_27703,Basalt
TEST_27704,Mud_Sandstone
TEST_27705,Basalt
TEST_27706,Basalt
TEST_27707,Basalt
TEST_27708,Basalt
TEST_27709,Etc
TEST_27710,Andesite
TEST_27711,Basalt
TEST_27712,Andesite
TEST_27713,Basalt
TEST_27714,Basalt
TEST_27715,Basalt
TEST_27716,Basalt
TEST_27717,Weathered_Rock
TEST_27718,Granite
TEST_27719,Weathered_Rock
TEST_27720,Weathered_Rock
TEST_27721,Basalt
TEST_27722,Basalt
TEST_27723,Granite
TEST_27724,Weathered_Rock
TEST_27725,Basalt
TEST_27726,Basalt
TEST_27727,Basalt
TEST_27728,Basalt
TEST_27729,Basalt
TEST_27730,Basalt
TEST_27731,Weathered_Rock
TEST_27732,Basalt
TEST_27733,Andesite
TEST_27734,Andesite
TEST_27735,Basalt
TEST_27736,Andesite
TEST_27737,Basalt
TEST_27738,Andesite
TEST_27739,Basalt
TEST_27740,Basalt
TEST_27741,Basalt
TEST_27742,Basalt
TEST_27743,Basalt
TEST_27744,Basalt
TEST_27745,Basalt
TEST_27746,Basalt
TEST_27747,Basalt
TEST_27748,Basalt
TEST_27749,Basalt
TEST_27750,Andesite
TEST_27751,Andesite
TEST_27752,Basalt
TEST_27753,Basalt
TEST_27754,Basalt
TEST_27755,Basalt
TEST_27756,Basalt
TEST_27757,Basalt
TEST_27758,Basalt
TEST_27759,Basalt
TEST_27760,Basalt
TEST_27761,Basalt
TEST_27762,Basalt
TEST_27763,Weathered_Rock
TEST_27764,Basalt
TEST_27765,Basalt
TEST_27766,Basalt
TEST_27767,Basalt
TEST_27768,Basalt
TEST_27769,Weathered_Rock
TEST_27770,Basalt
TEST_27771,Weathered_Rock
TEST_27772,Basalt
TEST_27773,Basalt
TEST_27774,Basalt
TEST_27775,Basalt
TEST_27776,Basalt
TEST_27777,Basalt
TEST_27778,Basalt
TEST_27779,Basalt
TEST_27780,Basalt
TEST_27781,Andesite
TEST_27782,Basalt
TEST_27783,Etc
TEST_27784,Basalt
TEST_27785,Basalt
TEST_27786,Andesite
TEST_27787,Andesite
TEST_27788,Weathered_Rock
TEST_27789,Basalt
TEST_27790,Basalt
TEST_27791,Basalt
TEST_27792,Basalt
TEST_27793,Weathered_Rock
TEST_27794,Basalt
TEST_27795,Basalt
TEST_27796,Basalt
TEST_27797,Basalt
TEST_27798,Weathered_Rock
TEST_27799,Basalt
TEST_27800,Basalt
TEST_27801,Basalt
TEST_27802,Basalt
TEST_27803,Basalt
TEST_27804,Basalt
TEST_27805,Basalt
TEST_27806,Basalt
TEST_27807,Basalt
TEST_27808,Andesite
TEST_27809,Etc
TEST_27810,Andesite
TEST_27811,Basalt
TEST_27812,Basalt
TEST_27813,Basalt
TEST_27814,Andesite
TEST_27815,Andesite
TEST_27816,Basalt
TEST_27817,Basalt
TEST_27818,Basalt
TEST_27819,Basalt
TEST_27820,Basalt
TEST_27821,Basalt
TEST_27822,Basalt
TEST_27823,Basalt
TEST_27824,Basalt
TEST_27825,Basalt
TEST_27826,Basalt
TEST_27827,Basalt
TEST_27828,Basalt
TEST_27829,Basalt
TEST_27830,Basalt
TEST_27831,Basalt
TEST_27832,Basalt
TEST_27833,Weathered_Rock
TEST_27834,Basalt
TEST_27835,Basalt
TEST_27836,Basalt
TEST_27837,Basalt
TEST_27838,Basalt
TEST_27839,Basalt
TEST_27840,Basalt
TEST_27841,Basalt
TEST_27842,Basalt
TEST_27843,Basalt
TEST_27844,Etc
TEST_27845,Basalt
TEST_27846,Basalt
TEST_27847,Etc
TEST_27848,Basalt
TEST_27849,Basalt
TEST_27850,Basalt
TEST_27851,Weathered_Rock
TEST_27852,Gneiss
TEST_27853,Gneiss
TEST_27854,Weathered_Rock
TEST_27855,Granite
TEST_27856,Gneiss
TEST_27857,Gneiss
TEST_27858,Weathered_Rock
TEST_27859,Weathered_Rock
TEST_27860,Gneiss
TEST_27861,Gneiss
TEST_27862,Gneiss
TEST_27863,Weathered_Rock
TEST_27864,Gneiss
TEST_27865,Gneiss
TEST_27866,Gneiss
TEST_27867,Gneiss
TEST_27868,Basalt
TEST_27869,Etc
TEST_27870,Granite
TEST_27871,Gneiss
TEST_27872,Gneiss
TEST_27873,Gneiss
TEST_27874,Granite
TEST_27875,Gneiss
TEST_27876,Gneiss
TEST_27877,Gneiss
TEST_27878,Gneiss
TEST_27879,Granite
TEST_27880,Etc
TEST_27881,Granite
TEST_27882,Gneiss
TEST_27883,Gneiss
TEST_27884,Gneiss
TEST_27885,Etc
TEST_27886,Gneiss
TEST_27887,Gneiss
TEST_27888,Gneiss
TEST_27889,Gneiss
TEST_27890,Weathered_Rock
TEST_27891,Weathered_Rock
TEST_27892,Gneiss
TEST_27893,Gneiss
TEST_27894,Gneiss
TEST_27895,Gneiss
TEST_27896,Gneiss
TEST_27897,Gneiss
TEST_27898,Gneiss
TEST_27899,Gneiss
TEST_27900,Gneiss
TEST_27901,Gneiss
TEST_27902,Gneiss
TEST_27903,Gneiss
TEST_27904,Gneiss
TEST_27905,Gneiss
TEST_27906,Gneiss
TEST_27907,Etc
TEST_27908,Gneiss
TEST_27909,Granite
TEST_27910,Gneiss
TEST_27911,Gneiss
TEST_27912,Gneiss
TEST_27913,Gneiss
TEST_27914,Gneiss
TEST_27915,Gneiss
TEST_27916,Gneiss
TEST_27917,Gneiss
TEST_27918,Gneiss
TEST_27919,Gneiss
TEST_27920,Gneiss
TEST_27921,Gneiss
TEST_27922,Gneiss
TEST_27923,Etc
TEST_27924,Gneiss
TEST_27925,Weathered_Rock
TEST_27926,Gneiss
TEST_27927,Gneiss
TEST_27928,Etc
TEST_27929,Gneiss
TEST_27930,Gneiss
TEST_27931,Weathered_Rock
TEST_27932,Basalt
TEST_27933,Gneiss
TEST_27934,Gneiss
TEST_27935,Gneiss
TEST_27936,Gneiss
TEST_27937,Gneiss
TEST_27938,Weathered_Rock
TEST_27939,Gneiss
TEST_27940,Etc
TEST_27941,Gneiss
TEST_27942,Granite
TEST_27943,Etc
TEST_27944,Gneiss
TEST_27945,Gneiss
TEST_27946,Gneiss
TEST_27947,Gneiss
TEST_27948,Gneiss
TEST_27949,Etc
TEST_27950,Gneiss
TEST_27951,Weathered_Rock
TEST_27952,Weathered_Rock
TEST_27953,Granite
TEST_27954,Weathered_Rock
TEST_27955,Gneiss
TEST_27956,Gneiss
TEST_27957,Gneiss
TEST_27958,Gneiss
TEST_27959,Weathered_Rock
TEST_27960,Weathered_Rock
TEST_27961,Gneiss
TEST_27962,Etc
TEST_27963,Gneiss
TEST_27964,Gneiss
TEST_27965,Gneiss
TEST_27966,Weathered_Rock
TEST_27967,Gneiss
TEST_27968,Gneiss
TEST_27969,Granite
TEST_27970,Mud_Sandstone
TEST_27971,Weathered_Rock
TEST_27972,Weathered_Rock
TEST_27973,Granite
TEST_27974,Gneiss
TEST_27975,Weathered_Rock
TEST_27976,Andesite
TEST_27977,Gneiss
TEST_27978,Weathered_Rock
TEST_27979,Gneiss
TEST_27980,Gneiss
TEST_27981,Granite
TEST_27982,Gneiss
TEST_27983,Etc
TEST_27984,Granite
TEST_27985,Gneiss
TEST_27986,Gneiss
TEST_27987,Gneiss
TEST_27988,Weathered_Rock
TEST_27989,Weathered_Rock
TEST_27990,Etc
TEST_27991,Weathered_Rock
TEST_27992,Weathered_Rock
TEST_27993,Gneiss
TEST_27994,Weathered_Rock
TEST_27995,Weathered_Rock
TEST_27996,Granite
TEST_27997,Weathered_Rock
TEST_27998,Weathered_Rock
TEST_27999,Gneiss
TEST_28000,Etc
TEST_28001,Weathered_Rock
TEST_28002,Gneiss
TEST_28003,Granite
TEST_28004,Weathered_Rock
TEST_28005,Gneiss
TEST_28006,Weathered_Rock
TEST_28007,Granite
TEST_28008,Granite
TEST_28009,Gneiss
TEST_28010,Granite
TEST_28011,Gneiss
TEST_28012,Gneiss
TEST_28013,Granite
TEST_28014,Weathered_Rock
TEST_28015,Andesite
TEST_28016,Basalt
TEST_28017,Gneiss
TEST_28018,Etc
TEST_28019,Etc
TEST_28020,Gneiss
TEST_28021,Granite
TEST_28022,Granite
TEST_28023,Gneiss
TEST_28024,Gneiss
TEST_28025,Gneiss
TEST_28026,Gneiss
TEST_28027,Gneiss
TEST_28028,Gneiss
TEST_28029,Gneiss
TEST_28030,Gneiss
TEST_28031,Andesite
TEST_28032,Gneiss
TEST_28033,Gneiss
TEST_28034,Weathered_Rock
TEST_28035,Granite
TEST_28036,Gneiss
TEST_28037,Gneiss
TEST_28038,Gneiss
TEST_28039,Gneiss
TEST_28040,Gneiss
TEST_28041,Gneiss
TEST_28042,Gneiss
TEST_28043,Gneiss
TEST_28044,Weathered_Rock
TEST_28045,Gneiss
TEST_28046,Gneiss
TEST_28047,Gneiss
TEST_28048,Gneiss
TEST_28049,Granite
TEST_28050,Gneiss
TEST_28051,Granite
TEST_28052,Etc
TEST_28053,Granite
TEST_28054,Granite
TEST_28055,Gneiss
TEST_28056,Gneiss
TEST_28057,Gneiss
TEST_28058,Gneiss
TEST_28059,Gneiss
TEST_28060,Gneiss
TEST_28061,Gneiss
TEST_28062,Gneiss
TEST_28063,Gneiss
TEST_28064,Granite
TEST_28065,Gneiss
TEST_28066,Gneiss
TEST_28067,Granite
TEST_28068,Gneiss
TEST_28069,Gneiss
TEST_28070,Gneiss
TEST_28071,Gneiss
TEST_28072,Gneiss
TEST_28073,Gneiss
TEST_28074,Gneiss
TEST_28075,Gneiss
TEST_28076,Gneiss
TEST_28077,Gneiss
TEST_28078,Gneiss
TEST_28079,Gneiss
TEST_28080,Gneiss
TEST_28081,Gneiss
TEST_28082,Gneiss
TEST_28083,Gneiss
TEST_28084,Gneiss
TEST_28085,Gneiss
TEST_28086,Gneiss
TEST_28087,Gneiss
TEST_28088,Gneiss
TEST_28089,Gneiss
TEST_28090,Gneiss
TEST_28091,Granite
TEST_28092,Gneiss
TEST_28093,Gneiss
TEST_28094,Gneiss
TEST_28095,Basalt
TEST_28096,Gneiss
TEST_28097,Gneiss
TEST_28098,Granite
TEST_28099,Gneiss
TEST_28100,Weathered_Rock
TEST_28101,Gneiss
TEST_28102,Gneiss
TEST_28103,Weathered_Rock
